,Path,Celebrity,Feature_Embedding
13708,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor9_856.jpg,pins_Eliza Taylor,[0.1875367  0.06505825 0.04823271 ... 0.06732301 0.01534809 0.0348747 ]
13709,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor82_855.jpg,pins_Eliza Taylor,[0.23744346 0.         0.01072798 ... 0.00988321 0.0241043  0.01420359]
13710,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor218_786.jpg,pins_Eliza Taylor,[0.05813314 0.00560774 0.04128217 ... 0.13568851 0.02566685 0.0068263 ]
13711,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor109_705.jpg,pins_Eliza Taylor,[0.10254724 0.04720483 0.06638232 ... 0.03740337 0.00045138 0.01816458]
13712,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor152_736.jpg,pins_Eliza Taylor,[0.05481783 0.03230948 0.02154541 ... 0.0359966  0.00171024 0.02226838]
13713,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor112_707.jpg,pins_Eliza Taylor,[0.06155491 0.10176859 0.05208497 ... 0.06714791 0.00159681 0.00959657]
13714,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor25_811.jpg,pins_Eliza Taylor,[0.26926672 0.00288277 0.03036829 ... 0.07723169 0.00485554 0.01232318]
13715,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor177_754.jpg,pins_Eliza Taylor,[0.17898665 0.00203022 0.00577878 ... 0.0225419  0.00319016 0.00484905]
13716,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor221_790.jpg,pins_Eliza Taylor,[0.19765292 0.0083539  0.0154023  ... 0.04091382 0.01086222 0.02544654]
13717,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor237_802.jpg,pins_Eliza Taylor,[0.2455612  0.0037251  0.02211192 ... 0.01382722 0.01807524 0.01225735]
13718,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor121_712.jpg,pins_Eliza Taylor,[0.3442024  0.09347719 0.01350243 ... 0.03415616 0.02102787 0.00350077]
13719,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor7_846.jpg,pins_Eliza Taylor,[0.10131121 0.         0.00836562 ... 0.01727792 0.01023225 0.03210488]
13720,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor65_842.jpg,pins_Eliza Taylor,[0.1726807  0.03880554 0.06444988 ... 0.02658131 0.0242175  0.0126274 ]
13721,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor128_717.jpg,pins_Eliza Taylor,[0.4477983  0.00406897 0.04051043 ... 0.1958137  0.         0.01286526]
13722,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor71_847.jpg,pins_Eliza Taylor,[0.04340032 0.02777527 0.02296092 ... 0.07529803 0.         0.03699486]
13723,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor5_830.jpg,pins_Eliza Taylor,[0.39107847 0.06184948 0.02598313 ... 0.03253251 0.02030065 0.0028281 ]
13724,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor230_798.jpg,pins_Eliza Taylor,[0.13426402 0.         0.00015692 ... 0.07330972 0.01820211 0.02544306]
13725,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor28_819.jpg,pins_Eliza Taylor,[0.02828604 0.01889071 0.04778136 ... 0.02859647 0.         0.02629124]
13726,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor32_822.jpg,pins_Eliza Taylor,[0.3302976  0.0123685  0.04159598 ... 0.20399626 0.00201335 0.02827367]
13727,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor28_818.jpg,pins_Eliza Taylor,[0.32367894 0.10106722 0.01526626 ... 0.03599653 0.01752676 0.00433464]
13728,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor195_767.jpg,pins_Eliza Taylor,[0.06504115 0.10163912 0.05794916 ... 0.07039745 0.00166994 0.01132412]
13729,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor118_710.jpg,pins_Eliza Taylor,[0.04438119 0.00654102 0.01046425 ... 0.03829686 0.         0.02185957]
13730,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor193_765.jpg,pins_Eliza Taylor,[0.12072302 0.         0.00601941 ... 0.03218892 0.01328524 0.02484812]
13731,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor236_801.jpg,pins_Eliza Taylor,[0.25126925 0.08593816 0.0210215  ... 0.04695208 0.00886955 0.03245841]
13732,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor212_783.jpg,pins_Eliza Taylor,[0.33521572 0.00172113 0.03553908 ... 0.08866695 0.         0.01548004]
13733,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor141_728.jpg,pins_Eliza Taylor,[0.06092906 0.08189958 0.06678948 ... 0.05890474 0.         0.01583237]
13734,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor188_762.jpg,pins_Eliza Taylor,[0.01720484 0.00295669 0.00988363 ... 0.01626291 0.         0.01195548]
13735,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor202_775.jpg,pins_Eliza Taylor,[0.25388536 0.00836978 0.03736021 ... 0.         0.02294773 0.01379542]
13736,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor72_848.jpg,pins_Eliza Taylor,[0.21321763 0.05403531 0.0262327  ... 0.03736336 0.07483014 0.01263079]
13737,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor40_827.jpg,pins_Eliza Taylor,[0.38555387 0.00591243 0.04147553 ... 0.10447995 0.01418309 0.01184821]
13738,/content/105_classes_pins_dataset/pins_Natalie Dormer/Natalie Dormer30_261.jpg,pins_Natalie Dormer,[0.19784738 0.00087396 0.04492167 ... 0.07009619 0.         0.0072085 ]
13739,/content/105_classes_pins_dataset/pins_Natalie Dormer/Natalie Dormer65_292.jpg,pins_Natalie Dormer,[0.09495227 0.01805317 0.0155989  ... 0.05670978 0.00036553 0.0506659 ]
13740,/content/105_classes_pins_dataset/pins_Natalie Dormer/Natalie Dormer4_268.jpg,pins_Natalie Dormer,[0.20781305 0.0076302  0.01226957 ... 0.03814854 0.00582992 0.00850455]
13741,/content/105_classes_pins_dataset/pins_Natalie Dormer/Natalie Dormer43_272.jpg,pins_Natalie Dormer,[0.17421022 0.01871573 0.03450361 ... 0.08436619 0.00677825 0.02792731]
13742,/content/105_classes_pins_dataset/pins_Natalie Dormer/Natalie Dormer19_206.jpg,pins_Natalie Dormer,[0.28993842 0.01810401 0.03482176 ... 0.03578245 0.02394923 0.01467236]
13743,/content/105_classes_pins_dataset/pins_Natalie Dormer/Natalie Dormer129_157.jpg,pins_Natalie Dormer,[0.4617142  0.00644569 0.06706472 ... 0.1489581  0.00195741 0.01062049]
13744,/content/105_classes_pins_dataset/pins_Natalie Dormer/Natalie Dormer216_231.jpg,pins_Natalie Dormer,[0.06831375 0.02055328 0.00306469 ... 0.07136081 0.         0.00735693]
13745,/content/105_classes_pins_dataset/pins_Natalie Dormer/Natalie Dormer99_330.jpg,pins_Natalie Dormer,[0.02811961 0.00429488 0.0105641  ... 0.03484583 0.         0.02356084]
13746,/content/105_classes_pins_dataset/pins_Natalie Dormer/Natalie Dormer37_265.jpg,pins_Natalie Dormer,[0.14263098 0.03005123 0.04344758 ... 0.1055631  0.00083265 0.03359434]
13747,/content/105_classes_pins_dataset/pins_Natalie Dormer/Natalie Dormer148_173.jpg,pins_Natalie Dormer,[0.04626773 0.03273481 0.02763981 ... 0.1167357  0.         0.05442836]
13748,/content/105_classes_pins_dataset/pins_Natalie Dormer/Natalie Dormer11_144.jpg,pins_Natalie Dormer,[0.32780236 0.02020784 0.03963932 ... 0.07556936 0.05709539 0.0298015 ]
13749,/content/105_classes_pins_dataset/pins_Natalie Dormer/Natalie Dormer206_221.jpg,pins_Natalie Dormer,[0.10380352 0.01352404 0.01003231 ... 0.00076489 0.01855703 0.01104365]
13750,/content/105_classes_pins_dataset/pins_Natalie Dormer/Natalie Dormer95_326.jpg,pins_Natalie Dormer,[0.4903393  0.0066372  0.04030288 ... 0.196924   0.         0.01837096]
13751,/content/105_classes_pins_dataset/pins_Natalie Dormer/Natalie Dormer189_205.jpg,pins_Natalie Dormer,[0.18431036 0.02234301 0.03377079 ... 0.08533986 0.01911108 0.01447406]
13752,/content/105_classes_pins_dataset/pins_Natalie Dormer/Natalie Dormer213_228.jpg,pins_Natalie Dormer,[0.32493156 0.10034765 0.01281933 ... 0.03931991 0.02446865 0.00484419]
13753,/content/105_classes_pins_dataset/pins_Natalie Dormer/Natalie Dormer42_271.jpg,pins_Natalie Dormer,[0.357692   0.00067647 0.02160211 ... 0.06491706 0.00672903 0.01491769]
13754,/content/105_classes_pins_dataset/pins_Natalie Dormer/Natalie Dormer20_214.jpg,pins_Natalie Dormer,[0.31529206 0.02867828 0.02005899 ... 0.04331093 0.00983643 0.01811482]
13755,/content/105_classes_pins_dataset/pins_Natalie Dormer/Natalie Dormer107_141.jpg,pins_Natalie Dormer,[0.2763657  0.01494622 0.01430875 ... 0.05835708 0.00679666 0.02053972]
13756,/content/105_classes_pins_dataset/pins_Natalie Dormer/Natalie Dormer160_183.jpg,pins_Natalie Dormer,[0.06529005 0.06133171 0.06025387 ... 0.04323814 0.         0.0200391 ]
13757,/content/105_classes_pins_dataset/pins_Natalie Dormer/Natalie Dormer82_311.jpg,pins_Natalie Dormer,[0.1832572  0.00477131 0.02140136 ... 0.0380979  0.00726371 0.03494474]
13758,/content/105_classes_pins_dataset/pins_Natalie Dormer/Natalie Dormer214_229.jpg,pins_Natalie Dormer,[0.02364771 0.00077638 0.00845026 ... 0.01625248 0.         0.0131024 ]
13759,/content/105_classes_pins_dataset/pins_Natalie Dormer/Natalie Dormer58_285.jpg,pins_Natalie Dormer,[0.23452778 0.01469653 0.01095556 ... 0.04801418 0.01866103 0.01210648]
13760,/content/105_classes_pins_dataset/pins_Natalie Dormer/Natalie Dormer54_282.jpg,pins_Natalie Dormer,[0.03265735 0.00503413 0.00655448 ... 0.02669063 0.         0.01379688]
13761,/content/105_classes_pins_dataset/pins_Natalie Dormer/Natalie Dormer234_244.jpg,pins_Natalie Dormer,[0.35596728 0.00101085 0.04207584 ... 0.09959666 0.         0.01204688]
13762,/content/105_classes_pins_dataset/pins_Natalie Dormer/Natalie Dormer101_135.jpg,pins_Natalie Dormer,[0.49206632 0.00476497 0.05042952 ... 0.12503508 0.02062577 0.01394403]
13763,/content/105_classes_pins_dataset/pins_Natalie Dormer/Natalie Dormer151_176.jpg,pins_Natalie Dormer,[0.18480377 0.         0.00226866 ... 0.05538346 0.04768237 0.02593927]
13764,/content/105_classes_pins_dataset/pins_Natalie Dormer/Natalie Dormer143_170.jpg,pins_Natalie Dormer,[0.09464283 0.02834678 0.03030803 ... 0.0270328  0.00396716 0.01787614]
13765,/content/105_classes_pins_dataset/pins_Natalie Dormer/Natalie Dormer210_226.jpg,pins_Natalie Dormer,[0.11164677 0.03529048 0.03116106 ... 0.15142025 0.00114347 0.05249336]
13766,/content/105_classes_pins_dataset/pins_Natalie Dormer/Natalie Dormer75_303.jpg,pins_Natalie Dormer,[0.03991232 0.00582144 0.00883106 ... 0.03049936 0.         0.02680868]
13767,/content/105_classes_pins_dataset/pins_Natalie Dormer/Natalie Dormer67_294.jpg,pins_Natalie Dormer,[0.05027787 0.01273291 0.01068494 ... 0.037547   0.         0.02666852]
13768,/content/105_classes_pins_dataset/pins_Natalie Dormer/Natalie Dormer248_254.jpg,pins_Natalie Dormer,[0.06665747 0.02698844 0.05107117 ... 0.14305155 0.00786869 0.01817627]
13769,/content/105_classes_pins_dataset/pins_Natalie Dormer/Natalie Dormer182_199.jpg,pins_Natalie Dormer,[0.21483953 0.02936102 0.00962762 ... 0.00681736 0.02378003 0.00837448]
13770,/content/105_classes_pins_dataset/pins_Natalie Dormer/Natalie Dormer137_165.jpg,pins_Natalie Dormer,[0.34850365 0.01275004 0.02003328 ... 0.10077419 0.03092027 0.01638599]
13771,/content/105_classes_pins_dataset/pins_Natalie Dormer/Natalie Dormer134_163.jpg,pins_Natalie Dormer,[0.19966607 0.         0.01877682 ... 0.02399747 0.         0.04016631]
13772,/content/105_classes_pins_dataset/pins_Natalie Dormer/Natalie Dormer171_192.jpg,pins_Natalie Dormer,[0.05262476 0.00353431 0.01343304 ... 0.04432785 0.         0.03276727]
13773,/content/105_classes_pins_dataset/pins_Natalie Dormer/Natalie Dormer5_277.jpg,pins_Natalie Dormer,[0.0619117  0.03072853 0.01385814 ... 0.05677228 0.00222546 0.01937799]
13774,/content/105_classes_pins_dataset/pins_Natalie Dormer/Natalie Dormer88_317.jpg,pins_Natalie Dormer,[0.07488176 0.03328494 0.02421889 ... 0.03147022 0.00489938 0.02991959]
13775,/content/105_classes_pins_dataset/pins_Natalie Dormer/Natalie Dormer238_247.jpg,pins_Natalie Dormer,[0.39107847 0.06184948 0.02598313 ... 0.03253251 0.02030065 0.0028281 ]
13776,/content/105_classes_pins_dataset/pins_Natalie Dormer/Natalie Dormer6_287.jpg,pins_Natalie Dormer,[0.24039099 0.11333053 0.01493509 ... 0.04997507 0.01156896 0.01705614]
13777,/content/105_classes_pins_dataset/pins_Natalie Dormer/Natalie Dormer86_315.jpg,pins_Natalie Dormer,[0.2843743  0.03793563 0.01786776 ... 0.01745969 0.0245013  0.00872822]
13778,/content/105_classes_pins_dataset/pins_Natalie Dormer/Natalie Dormer203_218.jpg,pins_Natalie Dormer,"[6.2501337e-03 3.6227080e-05 9.8511027e-03 ... 2.0493381e-02 0.0000000e+00
 4.2592891e-02]"
13779,/content/105_classes_pins_dataset/pins_Natalie Dormer/Natalie Dormer218_233.jpg,pins_Natalie Dormer,[0.02018338 0.00088391 0.00995351 ... 0.00920171 0.         0.01066469]
13780,/content/105_classes_pins_dataset/pins_Natalie Dormer/Natalie Dormer16_182.jpg,pins_Natalie Dormer,[0.5788628  0.00340505 0.05993453 ... 0.14041837 0.         0.01398385]
13781,/content/105_classes_pins_dataset/pins_Natalie Dormer/Natalie Dormer90_321.jpg,pins_Natalie Dormer,[0.22739181 0.009597   0.0065688  ... 0.0589678  0.05894295 0.01124672]
13782,/content/105_classes_pins_dataset/pins_Natalie Dormer/Natalie Dormer80_309.jpg,pins_Natalie Dormer,[0.18642853 0.15741098 0.02737712 ... 0.19384962 0.00406589 0.01864528]
13783,/content/105_classes_pins_dataset/pins_Natalie Dormer/Natalie Dormer239_248.jpg,pins_Natalie Dormer,[0.06231152 0.02140909 0.02981001 ... 0.03384886 0.         0.01941784]
13784,/content/105_classes_pins_dataset/pins_Natalie Dormer/Natalie Dormer158_181.jpg,pins_Natalie Dormer,[0.08945776 0.04225707 0.02053717 ... 0.05285673 0.00593957 0.02738314]
13785,/content/105_classes_pins_dataset/pins_Natalie Dormer/Natalie Dormer85_314.jpg,pins_Natalie Dormer,[0.32575777 0.0930363  0.0142067  ... 0.03034732 0.01974507 0.00381945]
13786,/content/105_classes_pins_dataset/pins_Natalie Dormer/Natalie Dormer130_159.jpg,pins_Natalie Dormer,[0.03564508 0.01248474 0.01573367 ... 0.02636702 0.         0.01439805]
13787,/content/105_classes_pins_dataset/pins_Natalie Dormer/Natalie Dormer109_143.jpg,pins_Natalie Dormer,[0.12016296 0.04155447 0.04194615 ... 0.04652681 0.01591204 0.02333798]
13788,/content/105_classes_pins_dataset/pins_Natalie Dormer/Natalie Dormer133_162.jpg,pins_Natalie Dormer,[0.25110835 0.00069799 0.00603989 ... 0.06610674 0.04969138 0.0217683 ]
13789,/content/105_classes_pins_dataset/pins_Natalie Dormer/Natalie Dormer168_190.jpg,pins_Natalie Dormer,[0.24343789 0.01112797 0.00108191 ... 0.11764371 0.0748516  0.01665241]
13790,/content/105_classes_pins_dataset/pins_Natalie Dormer/Natalie Dormer77_305.jpg,pins_Natalie Dormer,[0.29714507 0.01101573 0.01864041 ... 0.06486201 0.00979679 0.02397629]
13791,/content/105_classes_pins_dataset/pins_Natalie Dormer/Natalie Dormer14_168.jpg,pins_Natalie Dormer,[0.28854796 0.03467827 0.01379164 ... 0.03295237 0.01140042 0.01778877]
13792,/content/105_classes_pins_dataset/pins_Natalie Dormer/Natalie Dormer120_152.jpg,pins_Natalie Dormer,[0.20715219 0.00094019 0.02527993 ... 0.01854371 0.         0.01379813]
13793,/content/105_classes_pins_dataset/pins_Natalie Dormer/Natalie Dormer196_210.jpg,pins_Natalie Dormer,[0.03781745 0.02279418 0.01347704 ... 0.01454966 0.         0.00938361]
13794,/content/105_classes_pins_dataset/pins_Natalie Dormer/Natalie Dormer192_207.jpg,pins_Natalie Dormer,[0.28738093 0.08887015 0.00726301 ... 0.01246887 0.02346122 0.00372194]
13795,/content/105_classes_pins_dataset/pins_Natalie Dormer/Natalie Dormer195_209.jpg,pins_Natalie Dormer,[0.04662548 0.01183124 0.01774764 ... 0.05317392 0.         0.04857918]
13796,/content/105_classes_pins_dataset/pins_Natalie Dormer/Natalie Dormer98_329.jpg,pins_Natalie Dormer,[0.03271787 0.01624244 0.01035645 ... 0.03510038 0.         0.02774865]
13797,/content/105_classes_pins_dataset/pins_Natalie Dormer/Natalie Dormer91_322.jpg,pins_Natalie Dormer,[0.21592471 0.0203975  0.03178274 ... 0.0826917  0.00864564 0.03855306]
13798,/content/105_classes_pins_dataset/pins_Natalie Dormer/Natalie Dormer32_262.jpg,pins_Natalie Dormer,[0.04128956 0.00700046 0.01362936 ... 0.03731404 0.         0.01796914]
13799,/content/105_classes_pins_dataset/pins_Natalie Dormer/Natalie Dormer161_184.jpg,pins_Natalie Dormer,[0.20271961 0.00720864 0.00947753 ... 0.03926382 0.00413738 0.00523434]
13800,/content/105_classes_pins_dataset/pins_Natalie Dormer/Natalie Dormer167_189.jpg,pins_Natalie Dormer,[0.26893657 0.04810711 0.02416712 ... 0.03560787 0.01164082 0.02305608]
13801,/content/105_classes_pins_dataset/pins_Natalie Dormer/Natalie Dormer78_306.jpg,pins_Natalie Dormer,[0.51040995 0.00297737 0.05059731 ... 0.13354687 0.01259865 0.01335601]
13802,/content/105_classes_pins_dataset/pins_Natalie Dormer/Natalie Dormer47_275.jpg,pins_Natalie Dormer,[0.26691437 0.00468257 0.02689978 ... 0.0730464  0.00798796 0.02488312]
13803,/content/105_classes_pins_dataset/pins_Natalie Dormer/Natalie Dormer18_196.jpg,pins_Natalie Dormer,[0.324836   0.101398   0.0144609  ... 0.04022158 0.01977896 0.00488382]
13804,/content/105_classes_pins_dataset/pins_Natalie Dormer/Natalie Dormer103_137.jpg,pins_Natalie Dormer,[0.26688492 0.00511261 0.02188593 ... 0.06913619 0.01796103 0.02279097]
13805,/content/105_classes_pins_dataset/pins_Natalie Dormer/Natalie Dormer69_296.jpg,pins_Natalie Dormer,[0.01394093 0.00164317 0.01459177 ... 0.01328393 0.         0.00719679]
13806,/content/105_classes_pins_dataset/pins_Natalie Dormer/Natalie Dormer21_224.jpg,pins_Natalie Dormer,[0.07018614 0.03703303 0.2270989  ... 0.00539032 0.06758378 0.00375632]
13807,/content/105_classes_pins_dataset/pins_Natalie Dormer/Natalie Dormer228_240.jpg,pins_Natalie Dormer,[0.43220288 0.00123388 0.0544692  ... 0.18762292 0.         0.00921568]
13808,/content/105_classes_pins_dataset/pins_Natalie Dormer/Natalie Dormer180_197.jpg,pins_Natalie Dormer,[0.11731422 0.04474039 0.0400387  ... 0.04718229 0.01953396 0.02671835]
13809,/content/105_classes_pins_dataset/pins_Natalie Dormer/Natalie Dormer230_241.jpg,pins_Natalie Dormer,[0.26746923 0.06458972 0.01342103 ... 0.04473831 0.00682264 0.02337203]
13810,/content/105_classes_pins_dataset/pins_Natalie Dormer/Natalie Dormer207_222.jpg,pins_Natalie Dormer,[0.50817    0.00743043 0.0635276  ... 0.11746657 0.00547576 0.01462723]
13811,/content/105_classes_pins_dataset/pins_Natalie Dormer/Natalie Dormer64_291.jpg,pins_Natalie Dormer,[0.08016822 0.01567228 0.01399344 ... 0.05225077 0.         0.02901302]
13812,/content/105_classes_pins_dataset/pins_Natalie Dormer/Natalie Dormer73_301.jpg,pins_Natalie Dormer,[0.36138308 0.00087375 0.03235085 ... 0.08028235 0.00108024 0.01260163]
13813,/content/105_classes_pins_dataset/pins_Natalie Dormer/Natalie Dormer41_270.jpg,pins_Natalie Dormer,[0.06244399 0.01578374 0.02057266 ... 0.02817854 0.         0.01776461]
13814,/content/105_classes_pins_dataset/pins_Natalie Dormer/Natalie Dormer227_239.jpg,pins_Natalie Dormer,[0.26056764 0.03612969 0.0354401  ... 0.07598951 0.03763954 0.00857198]
13815,/content/105_classes_pins_dataset/pins_Natalie Dormer/Natalie Dormer117_149.jpg,pins_Natalie Dormer,[0.03095455 0.02047016 0.03245252 ... 0.00690523 0.         0.00520475]
13816,/content/105_classes_pins_dataset/pins_Natalie Dormer/Natalie Dormer123_155.jpg,pins_Natalie Dormer,[0.03031888 0.01416567 0.02596194 ... 0.02640602 0.         0.01818957]
13817,/content/105_classes_pins_dataset/pins_Natalie Dormer/Natalie Dormer153_178.jpg,pins_Natalie Dormer,[0.02329627 0.01105925 0.04749141 ... 0.         0.         0.00122626]
13818,/content/105_classes_pins_dataset/pins_Natalie Dormer/Natalie Dormer174_194.jpg,pins_Natalie Dormer,[0.13535064 0.05268789 0.02679059 ... 0.06099699 0.00584528 0.03996657]
13819,/content/105_classes_pins_dataset/pins_Natalie Dormer/Natalie Dormer59_286.jpg,pins_Natalie Dormer,[0.12782356 0.05807881 0.08376268 ... 0.05495785 0.         0.01717382]
13820,/content/105_classes_pins_dataset/pins_Natalie Dormer/Natalie Dormer113_147.jpg,pins_Natalie Dormer,[0.17374687 0.01679867 0.04899142 ... 0.03744496 0.01930316 0.01914893]
13821,/content/105_classes_pins_dataset/pins_Natalie Dormer/Natalie Dormer45_273.jpg,pins_Natalie Dormer,[0.09567589 0.03560224 0.02153732 ... 0.10925356 0.0004407  0.06183977]
13822,/content/105_classes_pins_dataset/pins_Natalie Dormer/Natalie Dormer38_266.jpg,pins_Natalie Dormer,[0.02118932 0.03585804 0.05067465 ... 0.02340412 0.         0.00907138]
13823,/content/105_classes_pins_dataset/pins_Natalie Dormer/Natalie Dormer9_320.jpg,pins_Natalie Dormer,[0.3087195  0.01902654 0.01694849 ... 0.0565172  0.01155041 0.02262389]
